IATA,IACO,name,city,province,state,country,wiki,lat,lng
YYJ,CYYJ,Victoria International Airport,Victoria,, British Columbia, Canada,http://en.wikipedia.org/wiki/Victoria_International_Airport#,48.6469,-123.4258
RSJ,,Rosario Seaplane Base,Orcas Island,, Washington, United States,http://en.wikipedia.org/wiki/Rosario_Seaplane_Base#,48.6457,-122.868
SLD,LZSL,Slia? Airport,Slia?,,, Slovakia,http://en.wikipedia.org/wiki/Slia%C4%8D_Airport#,48.6381,19.1342
PZY,LZPP,Pieštany Airport,Pieš?any,,, Slovakia,http://en.wikipedia.org/wiki/Pie%C5%A1tany_Airport#,48.625,17.8286
WSX,,Westsound/WSX Seaplane Base (FAA: WA83),Westsound,, Washington, United States,http://en.wikipedia.org/wiki/Westsound/WSX_Seaplane_Base#,48.6179,-122.9527
RCE,,Roche Harbor Seaplane Base,San Juan Island,, Washington, United States,http://en.wikipedia.org/wiki/Roche_Harbor_Seaplane_Base#,48.6123,-123.1385
YYY,CYYY,Mont-Joli Airport,Mont-Joli,, Quebec, Canada,http://en.wikipedia.org/wiki/Mont-Joli_Airport#,48.6086,-68.2081
CTB,KCTB,Cut Bank Municipal Airport,Cut Bank,, Montana, United States,http://en.wikipedia.org/wiki/Cut_Bank_Municipal_Airport#,48.6083,-112.3761
MXN,LFRU,Morlaix Ploujean Airport,Morlaix,,, France,http://en.wikipedia.org/wiki/Morlaix_Ploujean_Airport#,48.6008,-3.8167
DNR,LFRD,Dinard - Pleurtuit - Saint-Malo Airport,Dinard,,, France,http://en.wikipedia.org/wiki/Dinard_-_Pleurtuit_-_Saint-Malo_Airport#,48.5878,-2.08
YTS,CYTS,Timmins/Victor M. Power Airport,Timmins,, Ontario, Canada,http://en.wikipedia.org/wiki/Timmins/Victor_M._Power_Airport#,48.5697,-81.3767
INL,KINL,Falls International Airport,International Falls,, Minnesota, United States,http://en.wikipedia.org/wiki/Falls_International_Airport#,48.5662,-93.4031
YJT,CYJT,Stephenville Airport,Stephenville,, Newfoundland and Labrador, Canada,http://en.wikipedia.org/wiki/Stephenville_Airport#,48.545,-58.55
FBS,,Friday Harbor Seaplane Base (FAA: W33),Friday Harbor,, Washington, United States,http://en.wikipedia.org/wiki/Friday_Harbor_Seaplane_Base#,48.5436,-123.0061
HVR,KHVR,Havre City-County Airport,Havre,, Montana, United States,http://en.wikipedia.org/wiki/Havre_City-County_Airport#,48.5431,-109.7622
SXB,LFST,Strasbourg Entzheim International Airport,Strasbourg,,, France,http://en.wikipedia.org/wiki/Strasbourg_Entzheim_International_Airport#,48.5419,7.6344
SBK,LFRT,Saint-Brieuc - Armor Airport,Saint-Brieuc,,, France,http://en.wikipedia.org/wiki/Saint-Brieuc_-_Armor_Airport#,48.5375,-2.8567
LDV,LFRJ,Landivisiau Airport,Landivisiau,,, France,http://en.wikipedia.org/w/index.php?title=Landivisiau_Airport&action=edit&redlink=1#,48.5303,-4.1517
KHV,UHHH,Khabarovsk Novy Airport,Khabarovsk,,, Russia,http://en.wikipedia.org/wiki/Khabarovsk_Novy_Airport#,48.5267,135.1867
FRD,KFHR,Friday Harbor Airport (FAA: FHR),Friday Harbor,, Washington, United States,http://en.wikipedia.org/wiki/Friday_Harbor_Airport#,48.522,-123.0244
YRJ,CYRJ,Roberval Airport,Roberval,, Quebec, Canada,http://en.wikipedia.org/wiki/Roberval_Airport#,48.52,-72.2656
YTF,CYTF,Alma Airport,Alma,, Quebec, Canada,http://en.wikipedia.org/wiki/Alma_Airport#,48.5089,-71.6419
LPS,,Fishermans Bay/LPS Seaplane Base,Lopez Island,, Washington, United States,http://en.wikipedia.org/wiki/Fishermans_Bay/LPS_Seaplane_Base#,48.4839,-122.9377
YXK,CYXK,Rimouski Airport,Rimouski,, Quebec, Canada,http://en.wikipedia.org/wiki/Rimouski_Airport#,48.4781,-68.4969
BES,LFRB,Brest Bretagne Airport,Brest,,, France,http://en.wikipedia.org/wiki/Brest_Bretagne_Airport#,48.4472,-4.4217
AGB,EDMA,Augsburg Airport,Augsburg,, Bavaria, Germany,http://en.wikipedia.org/wiki/Augsburg_Airport#,48.4252,10.9318
YWH,CYWH,Victoria Inner Harbour Airport,Victoria,, British Columbia, Canada,http://en.wikipedia.org/wiki/Victoria_Inner_Harbour_Airport#,48.4228,-123.3875
VSG,UKCW,Luhansk Airport,Luhansk (Lugansk),,, Ukraine,http://en.wikipedia.org/wiki/Luhansk_Airport#,48.4181,39.3761
MIB,KMIB,Minot Air Force Base,Minot,, North Dakota, United States,http://en.wikipedia.org/wiki/Minot_Air_Force_Base#,48.415,-101.3567
YQT,CYQT,Thunder Bay Airport,Thunder Bay,, Ontario, Canada,http://en.wikipedia.org/wiki/Thunder_Bay_International_Airport#,48.3719,-89.3239
LHA,EDTL,Black Forest Airport (Lahr Airport),Lahr,, Baden-Württemberg, Germany,http://en.wikipedia.org/wiki/Black_Forest_Airport#,48.3693,7.8277
DNK,UKDD,Dnipropetrovsk International Airport,Dnipropetrovsk,,, Ukraine,http://en.wikipedia.org/wiki/Dnipropetrovsk_International_Airport#,48.3572,35.1006
MUC,EDDM,Munich Airport (succeeded Munich-Riem Airport),Munich,, Bavaria, Germany,0,48.3538,11.7861
NUW,KNUW,NAS Whidbey Island (Ault Field),Oak Harbor,, Washington, United States,http://en.wikipedia.org/wiki/Naval_Air_Station_Whidbey_Island#,48.3518,-122.6559
YBG,CYBG,Bagotville Airport,Bagotville,, Quebec, Canada,http://en.wikipedia.org/wiki/CFB_Bagotville#,48.3306,-70.9964
EPL,LFSG,Épinal - Mirecourt Airport,Juvaincourt,, Vosges, France,http://en.wikipedia.org/wiki/%C3%89pinal_-_Mirecourt_Airport#,48.325,6.0667
QYR,LFQB,Barberey Airport,Troyes,,, France,http://en.wikipedia.org/wiki/Barberey_Airport#,48.3217,4.0167
FCA,KGPI,Glacier Park International Airport (FAA: GPI),Kalispell,, Montana, United States,http://en.wikipedia.org/wiki/Glacier_Park_International_Airport#,48.3105,-114.256
CWC,UKLN,Chernovtsy Airport,Chernivtsi,,, Ukraine,http://en.wikipedia.org/wiki/Chernovtsy_Airport#,48.26,25.9817
MOT,KMOT,Minot International Airport,Minot,, North Dakota, United States,http://en.wikipedia.org/wiki/Minot_International_Airport#,48.2594,-101.2803
ODW,KOKH,A.J. Eisenberg Airport (FAA: OKH),Oak Harbor,, Washington, United States,http://en.wikipedia.org/wiki/A.J._Eisenberg_Airport#,48.2515,-122.6737
LNZ,LOWL,Linz Airport (Blue Danube Airport),Linz,,, Austria,http://en.wikipedia.org/wiki/Linz_Airport#,48.2353,14.1881
GGW,KGGW,Glasgow Airport (Wokal Field),Glasgow,, Montana, United States,http://en.wikipedia.org/wiki/Glasgow_Airport_%28U.S.%29#,48.2125,-106.6147
YKX,CYKX,Kirkland Lake Airport,Kirkland Lake,, Ontario, Canada,http://en.wikipedia.org/wiki/Kirkland_Lake_Airport#,48.2103,-79.9814
YUY,CYUY,Rouyn-Noranda Airport,Rouyn-Noranda,, Quebec, Canada,http://en.wikipedia.org/wiki/Rouyn-Noranda_Airport#,48.2061,-78.8356
FEL,ETSF,Fürstenfeldbruck Air Base,Fürstenfeldbruck,, Bavaria, Germany,http://en.wikipedia.org/wiki/F%C3%BCrstenfeldbruck_Air_Base#,48.2057,11.267
ISN,KISN,Sloulin Field International Airport,Williston,, North Dakota, United States,http://en.wikipedia.org/wiki/Sloulin_Field_International_Airport#,48.1783,-103.6417
BTS,LZIB,M. R. Štefánik Airport,Bratislava,,, Slovakia,http://en.wikipedia.org/wiki/M._R._%C5%A0tef%C3%A1nik_Airport#,48.17,17.2128
COQ,ZMCD,Choibalsan Airport,Choibalsan,,, Mongolia,http://en.wikipedia.org/wiki/Choibalsan_Airport#,48.15,114.6667
CLM,KCLM,William R. Fairchild International Airport,Port Angeles,, Washington, United States,http://en.wikipedia.org/wiki/William_R._Fairchild_International_Airport#,48.1202,-123.4997
DVL,KDVL,Devils Lake Municipal Airport,Devils Lake,, North Dakota, United States,http://en.wikipedia.org/wiki/Devils_Lake_Municipal_Airport#,48.1142,-98.9088
VIE,LOWW,Vienna International Airport,Vienna,,, Austria,http://en.wikipedia.org/wiki/Vienna_International_Airport#,48.1103,16.5697
CMR,LFGA,Colmar - Houssen Airport,Colmar / Houssen,,, France,http://en.wikipedia.org/wiki/Colmar_-_Houssen_Airport#,48.1103,7.3592
OLF,KOLF,L. M. Clayton Airport,Wolf Point,, Montana, United States,http://en.wikipedia.org/wiki/L._M._Clayton_Airport#,48.0944,-105.5917
OBF,EDMO,Oberpfaffenhofen Airport,Oberpfaffenhofen,,, Germany,http://en.wikipedia.org/w/index.php?title=Oberpfaffenhofen_Airport&action=edit&redlink=1#,48.0831,11.2833
DOK,UKCC,Donetsk International Airport,Donetsk,,, Ukraine,http://en.wikipedia.org/wiki/Donetsk_International_Airport#,48.0736,37.7397
RNS,LFRN,St. Jacques Airport,Rennes,,, France,http://en.wikipedia.org/wiki/St._Jacques_Airport#,48.0719,-1.7322
YVB,CYVB,Bonaventure Airport,Bonaventure,, Quebec, Canada,http://en.wikipedia.org/wiki/Bonaventure_Airport#,48.0711,-65.4603
TVF,KTVF,Thief River Falls Regional Airport,Thief River Falls,, Minnesota, United States,http://en.wikipedia.org/wiki/Thief_River_Falls_Regional_Airport#,48.065,-96.184
YVO,CYVO,Val-d'Or Airport,Val-d'Or,, Quebec, Canada,http://en.wikipedia.org/wiki/Val-d%27Or_Airport#,48.0539,-77.7825
KWG,UKDR,Lozovatka Airport,Kryvyi Rih (Krivoy Rog),,, Ukraine,http://en.wikipedia.org/wiki/Lozovatka_Airport#,48.0433,33.21
LVA,LFOV,Laval Entrammes Airport,Laval,,, France,http://en.wikipedia.org/w/index.php?title=Laval_Entrammes_Airport&action=edit&redlink=1#,48.0322,-0.7428
YCL,CYCL,Charlo Airport,Charlo,, New Brunswick, Canada,http://en.wikipedia.org/wiki/Charlo_Airport#,47.9908,-66.3303
FMM,EDJA,Allgäu Airport,Memmingen,, Bavaria, Germany,http://en.wikipedia.org/w/index.php?title=Allg%C3%A4u_Airport&action=edit&redlink=1#,47.9888,10.2395
ORE,LFOJ,Orléans - Bricy Air Base,Orléans,,, France,http://en.wikipedia.org/wiki/Orl%C3%A9ans_-_Bricy_Air_Base#,47.9878,1.7606
UIP,LFRQ,Quimper - Cornouaille Airport,Quimper,,, France,http://en.wikipedia.org/wiki/Quimper_-_Cornouaille_Airport#,47.975,-4.1678
YXZ,CYXZ,Wawa Airport,Wawa,, Ontario, Canada,http://en.wikipedia.org/wiki/Wawa_Airport#,47.9667,-84.7867
RDR,KRDR,Grand Forks Air Force Base,Grand Forks,, North Dakota, United States,http://en.wikipedia.org/wiki/Grand_Forks_Air_Force_Base#,47.9611,-97.4011
HVD,ZMKD,Khovd Airport,Khovd,,, Mongolia,http://en.wikipedia.org/wiki/Khovd_Airport#,47.9541,91.6282
GFK,KGFK,Grand Forks International Airport,Grand Forks,, North Dakota, United States,http://en.wikipedia.org/wiki/Grand_Forks_International_Airport#,47.9493,-97.1761
LME,LFRM,Le Mans Arnage Airport,Le Mans,,, France,http://en.wikipedia.org/w/index.php?title=Le_Mans_Arnage_Airport&action=edit&redlink=1#,47.9486,0.2017
UIL,KUIL,Quillayute Airport,Forks,, Washington, United States,http://en.wikipedia.org/wiki/Quillayute_Airport#,47.9365,-124.5626
PAE,KPAE,Snohomish County Airport (Paine Field),Everett,, Washington, United States,http://en.wikipedia.org/wiki/Snohomish_County_Airport#,47.9063,-122.2816
OZH,UKDE,Zaporizhia International Airport,Zaporizhia,,, Ukraine,http://en.wikipedia.org/wiki/Zaporizhia_International_Airport#,47.8672,35.3164
AUF,LFLA,Auxerre - Branches Aerodrome,Auxerre,,, France,http://en.wikipedia.org/wiki/Auxerre_-_Branches_Aerodrome#,47.8464,3.4967
ULN,ZMUB,Chinggis Khaan International Airport,Ulan Bator,,, Mongolia,http://en.wikipedia.org/wiki/Chinggis_Khaan_International_Airport#,47.8426,106.7671
BZY,LUBL,B?l?i International Airport,B?l?i,,, Moldova,http://en.wikipedia.org/wiki/B%C4%83l%C5%A3i_International_Airport#,47.8383,27.7817
ELO,SATD,Eldorado Airport,Eldorado,, Misiones, Argentina,http://en.wikipedia.org/w/index.php?title=Eldorado_Airport_%28Argentina%29&action=edit&redlink=1#,47.825,-91.83
YLD,CYLD,Chapleau Airport,Chapleau,, Ontario, Canada,http://en.wikipedia.org/wiki/Chapleau_Airport#,47.82,-83.3467
SZG,LOWS,Salzburg Airport,Salzburg,,, Austria,http://en.wikipedia.org/wiki/Salzburg_Airport#,47.7944,13.0033
COE,KCOE,Coeur d'Alene Air Terminal,Coeur d'Alene,, Idaho, United States,http://en.wikipedia.org/wiki/Coeur_d%27Alene_Air_Terminal#,47.7743,-116.8196
YRI,CYRI,Rivière-du-Loup Airport,Rivière-du-Loup,, Quebec, Canada,http://en.wikipedia.org/wiki/Rivi%C3%A8re-du-Loup_Airport#,47.7644,-69.5847
LRT,LFRH,Lorient South Brittany Airport,Lorient,,, France,http://en.wikipedia.org/wiki/Lorient_South_Brittany_Airport#,47.7606,-3.44
KEH,,Kenmore Air Harbor (FAA: S60),Kenmore,, Washington, United States,http://en.wikipedia.org/wiki/Kenmore_Air_Harbor#,47.7548,-122.2593
AAT,ZWAT,Altay Airport,Altay,, Xinjiang, China,http://en.wikipedia.org/wiki/Altay_Airport#,47.72,88.15
VNE,LFRV,Vannes-Meucon Airport,Vannes,,, France,http://en.wikipedia.org/wiki/Vannes-Meucon_Airport#,47.7192,-2.7233
DZN,UAKD,Zhezkazgan Airport,Jezkazgan,,, Kazakhstan,http://en.wikipedia.org/wiki/Zhezkazgan_Airport#,47.7089,67.7392
SDY,KSDY,Sidney-Richland Municipal Airport,Sidney,, Montana, United States,http://en.wikipedia.org/wiki/Sidney-Richland_Municipal_Airport#,47.7069,-104.1926
SUJ,LRSM,Satu Mare International Airport,Satu Mare,,, Romania,http://en.wikipedia.org/wiki/Satu_Mare_International_Airport#,47.7034,22.8856
KJI,ZWKN,Kanas Airport,Burqin County,, Xinjiang, China,http://en.wikipedia.org/wiki/Kanas_Airport#,47.7,86.87
YXR,CYXR,Earlton - Timiskaming Regional Airport,Earlton,, Ontario, Canada,http://en.wikipedia.org/wiki/Earlton_-_Timiskaming_Regional_Airport#,47.695,-79.8489
SCV,LRSV,Suceava Airport,Suceava,,, Romania,http://en.wikipedia.org/wiki/Suceava_Airport#,47.695,26.3517
SFF,KSFF,Felts Field,Spokane,, Washington, United States,http://en.wikipedia.org/wiki/Felts_Field#,47.6828,-117.3226
FDH,EDNY,Friedrichshafen Airport (Bodensee Airport),Friedrichshafen,, Bodensee, Germany,http://en.wikipedia.org/wiki/Friedrichshafen_Airport#,47.6713,9.5115
BAY,LRBM,Baia Mare Airport (Tautii-Magheraus Airport),Baia Mare,,, Romania,http://en.wikipedia.org/wiki/Baia_Mare_Airport#,47.6583,23.4662
ZBF,CZBF,Bathurst Airport,Bathurst,, New Brunswick, Canada,http://en.wikipedia.org/wiki/Bathurst_Airport_%28New_Brunswick%29#,47.6297,-65.7389
LKE,,Kenmore Air Harbor Seaplane Base (FAA: W55),Seattle,, Washington, United States,http://en.wikipedia.org/wiki/Kenmore_Air_Harbor_Seaplane_Base#,47.629,-122.3387
GEG,KGEG,Spokane International Airport,Spokane,, Washington, United States,http://en.wikipedia.org/wiki/Spokane_International_Airport#,47.6198,-117.5337
YYT,CYYT,St. John's International Airport,St. John's,, Newfoundland and Labrador, Canada,http://en.wikipedia.org/wiki/St._John%27s_International_Airport#,47.6186,-52.7525
SKA,KSKA,Fairchild Air Force Base,Spokane,, Washington, United States,http://en.wikipedia.org/wiki/Fairchild_Air_Force_Base#,47.6151,-117.6558
MLH,LFSB,EuroAirport Basel-Mulhouse-Freiburg,Mulhouse,,, France,http://en.wikipedia.org/wiki/EuroAirport_Basel-Mulhouse-Freiburg#,47.61,7.5292
BSL,LFSB,EuroAirport Basel-Mulhouse-Freiburg,Basel,,, Switzerland,http://en.wikipedia.org/wiki/EuroAirport_Basel-Mulhouse-Freiburg#,47.59,7.5292
ANE,LFJR,Angers - Avrillé Aerodrome (Angers-Marcé Airport),Angers,,, France,http://en.wikipedia.org/wiki/Angers_-_Avrill%C3%A9_Aerodrome#,47.5603,-0.3122
BFI,KBFI,Boeing Field/King County International Airport,Seattle,, Washington, United States,http://en.wikipedia.org/wiki/Boeing_Field#,47.53,-122.302
BJI,KBJI,Bemidji Regional Airport,Bemidji,, Minnesota, United States,http://en.wikipedia.org/wiki/Bemidji_Regional_Airport#,47.5094,-94.9337
GFA,KGFA,Malmstrom Air Force Base (heliport),Great Falls,, Montana, United States,http://en.wikipedia.org/wiki/Malmstrom_Air_Force_Base#,47.5046,-111.1873
RNT,KRNT,Renton Municipal Airport,Renton,, Washington, United States,http://en.wikipedia.org/wiki/Renton_Municipal_Airport#,47.4933,-122.215
DEB,LHDC,Debrecen Airport,Debrecen,, Hajdú-Bihar, Hungary,http://en.wikipedia.org/wiki/Debrecen_Airport#,47.4889,21.6153
XMF,LFSM,Montbéliard Courcelles Airport,Montbéliard,,, France,http://en.wikipedia.org/wiki/Montb%C3%A9liard_Courcelles_Airport#,47.4867,6.7914
SZI,,Zaysan Airport,Zaysan,,, Kazakhstan,http://en.wikipedia.org/w/index.php?title=Zaysan_Airport&action=edit&redlink=1#,47.4865,84.8874
ACH,LSZR,St. Gallen Altenrhein Airport,Altenrhein,,, Switzerland,http://en.wikipedia.org/wiki/St._Gallen_Altenrhein_Airport#,47.485,9.5619
GTF,KGTF,Great Falls International Airport,Great Falls,, Montana, United States,http://en.wikipedia.org/wiki/Great_Falls_International_Airport#,47.482,-111.3707
ZRH,LSZH,Zurich Airport,Zürich,,, Switzerland,http://en.wikipedia.org/wiki/Zurich_Airport#,47.4583,8.5481
SEA,KSEA,Seattle–Tacoma International Airport,SeaTac (near Seattle and Tacoma),, Washington, United States,http://en.wikipedia.org/wiki/Seattle%E2%80%93Tacoma_International_Airport#,47.449,-122.3093
BUD,LHBP,Budapest Ferenc Liszt International Airport,Budapest,,, Hungary,http://en.wikipedia.org/wiki/Budapest_Ferenc_Liszt_International_Airport#,47.4393,19.2618
TUF,LFOT,Tours Val de Loire Airport,Tours,,, France,http://en.wikipedia.org/wiki/Tours_Val_de_Loire_Airport#,47.4319,0.7231
YGR,CYGR,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,, Quebec, Canada,http://en.wikipedia.org/wiki/%C3%8Eles-de-la-Madeleine_Airport#,47.4247,-61.7781
YLQ,CYLQ,La Tuque Airport,La Tuque,, Quebec, Canada,http://en.wikipedia.org/wiki/La_Tuque_Airport#,47.4097,-72.7889
EAT,KEAT,Pangborn Memorial Airport,Wenatchee,, Washington, United States,http://en.wikipedia.org/wiki/Pangborn_Memorial_Airport#,47.3984,-120.2062
HIB,KHIB,Chisholm-Hibbing Airport,Hibbing,, Minnesota, United States,http://en.wikipedia.org/wiki/Chisholm-Hibbing_Airport#,47.3867,-92.8389
HOH,LOIH,Hohenems-Dornbirn Airport,Hohenems,,, Austria,http://en.wikipedia.org/wiki/Hohenems-Dornbirn_Airport#,47.3853,9.7006
JDN,KJDN,Jordan Airport,Jordan,, Montana, United States,http://en.wikipedia.org/wiki/Jordan_Airport#,47.3287,-106.9527
SNR,LFRZ,Saint-Nazaire Montoir Airport,Saint-Nazaire,,, France,http://en.wikipedia.org/w/index.php?title=Saint-Nazaire_Montoir_Airport&action=edit&redlink=1#,47.3106,-2.1567
EPH,KEPH,Ephrata Municipal Airport,Ephrata,, Washington, United States,http://en.wikipedia.org/wiki/Ephrata_Municipal_Airport#,47.3075,-119.5158
YIE,,Arxan Airport,Arxan,, Inner Mongolia, China,http://en.wikipedia.org/wiki/Arxan_Airport#,47.3,119.88
WFK,KFVE,Northern Aroostook Regional Airport (FAA: FVE),Frenchville,, Maine, United States,http://en.wikipedia.org/wiki/Northern_Aroostook_Regional_Airport#,47.2856,-68.3128
TIW,KTIW,Tacoma Narrows Airport,Tacoma,, Washington, United States,http://en.wikipedia.org/wiki/Tacoma_Narrows_Airport#,47.2679,-122.5781
DIJ,LFSD,Dijon-Bourgogne Airport,Dijon,,, France,http://en.wikipedia.org/wiki/Dijon-Bourgogne_Airport#,47.2658,5.095
INN,LOWI,Innsbruck Airport (Kranebitten Airport),Innsbruck,,, Austria,http://en.wikipedia.org/wiki/Innsbruck_Airport#,47.2603,11.3439
ROV,URRR,Rostov-on-Don Airport,Rostov-on-Don,,, Russia,http://en.wikipedia.org/wiki/Rostov-on-Don_Airport#,47.2583,39.82
KHR,ZMHH,Kharkhorin Airport,Kharkhorin,,, Mongolia,http://en.wikipedia.org/wiki/Kharkhorin_Airport#,47.2467,102.8261
SHN,KSHN,Sanderson Field,Shelton,, Washington, United States,http://en.wikipedia.org/wiki/Sanderson_Field#,47.2336,-123.1476
GPZ,KGPZ,Grand Rapids/Itasca County Airport (Gordon Newstrom Field),Grand Rapids,, Minnesota, United States,http://en.wikipedia.org/wiki/Grand_Rapids/Itasca_County_Airport#,47.2111,-93.5098
MWH,KMWH,Grant County International Airport,Moses Lake,, Washington, United States,http://en.wikipedia.org/wiki/Grant_County_International_Airport#,47.2077,-119.3202
QBQ,LFQM,Besançon - La Vèze Aerodrome,Besançon / La Vèze,,, France,http://en.wikipedia.org/wiki/Besan%C3%A7on_-_La_V%C3%A8ze_Aerodrome#,47.2053,6.0806
IAS,LRIA,Ia?i International Airport,Ia?i,,, Romania,http://en.wikipedia.org/wiki/Ia%C8%99i_International_Airport#,47.1788,27.62
CMX,KCMX,Houghton County Memorial Airport,Hancock,, Michigan, United States,http://en.wikipedia.org/wiki/Houghton_County_Memorial_Airport#,47.1683,-88.4883
YSL,CYSL,Saint-Léonard Aerodrome,Saint-Léonard,, New Brunswick, Canada,http://en.wikipedia.org/wiki/Saint-L%C3%A9onard_Aerodrome#,47.1575,-67.8347
NTE,LFRS,Nantes Atlantique Airport,Nantes,,, France,http://en.wikipedia.org/wiki/Nantes_Atlantique_Airport#,47.1569,-1.6078
GDV,KGDV,Dawson Community Airport,Glendive,, Montana, United States,http://en.wikipedia.org/wiki/Dawson_Community_Airport#,47.1386,-104.8072
TCM,KTCM,McChord Air Force Base,Tacoma,, Washington, United States,http://en.wikipedia.org/wiki/McChord_Air_Force_Base#,47.1377,-122.4765
GUW,UATG,Atyrau Airport,Atyrau,,, Kazakhstan,http://en.wikipedia.org/wiki/Atyrau_Airport#,47.1219,51.8214
ONA,KONA,Winona Municipal Airport (Max Conrad Field),Winona,, Minnesota, United States,http://en.wikipedia.org/wiki/Winona_Municipal_Airport#,47.0944,-114.3968
EML,LSME,Emmen Air Base,Emmen,, Lucerne, Switzerland,http://en.wikipedia.org/wiki/Emmen_Air_Base#,47.0933,8.3067
CET,LFOU,Cholet Le Pontreau Airport,Cholet,,, France,http://en.wikipedia.org/wiki/Cholet_Le_Pontreau_Airport#,47.0819,-0.8772
GRF,KGRF,Gray Army Airfield (Fort Lewis),Tacoma,, Washington, United States,http://en.wikipedia.org/wiki/Gray_Army_Airfield#,47.0792,-122.5807
MPW,UKCM,Mariupol Airport,Mariupol,,, Ukraine,http://en.wikipedia.org/wiki/Mariupol_Airport#,47.0764,37.4511
BOU,LFLD,Bourges Airport,Bourges,,, France,http://en.wikipedia.org/wiki/Bourges_Airport#,47.0644,2.3789
NLV,UKON,Mykolaiv Airport,Mykolaiv,,, Ukraine,http://en.wikipedia.org/wiki/Mykolaiv_Airport#,47.0581,31.9208
LWT,KLWT,Lewistown Municipal Airport,Lewistown,, Montana, United States,http://en.wikipedia.org/wiki/Lewistown_Municipal_Airport#,47.0493,-109.4667
DLE,LFGJ,Dôle-Tavaux Airport,Dole,,, France,http://en.wikipedia.org/wiki/D%C3%B4le-Tavaux_Airport#,47.0428,5.435
OMR,LROD,Oradea International Airport,Oradea,,, Romania,http://en.wikipedia.org/wiki/Oradea_International_Airport#,47.0253,21.9024
YCH,CYCH,Miramichi Airport,Miramichi,, New Brunswick, Canada,http://en.wikipedia.org/wiki/Miramichi_Airport#,47.0078,-65.4492
GRZ,LOWG,Graz Airport (Thalerhof Airport),Graz,,, Austria,http://en.wikipedia.org/wiki/Graz_Airport#,46.9931,15.4392
HQM,KHQM,Bowerman Airport,Hoquiam,, Washington, United States,http://en.wikipedia.org/wiki/Bowerman_Airport#,46.9712,-123.9365
OLM,KOLM,Olympia Airport,Olympia,, Washington, United States,http://en.wikipedia.org/wiki/Olympia_Airport#,46.9694,-122.9025
LIZ,,Loring International Airport (was Loring AFB) (FAA: ME16),Limestone,, Maine, United States,0,46.9504,-67.8859
JMS,KJMS,Jamestown Regional Airport,Jamestown,, North Dakota, United States,http://en.wikipedia.org/wiki/Jamestown_Regional_Airport#,46.9297,-98.6782
KIV,LUKK,Chi?in?u International Airport,Chi?in?u,,, Moldova,http://en.wikipedia.org/wiki/Chi%C5%9Fin%C4%83u_International_Airport#,46.9283,28.9333
FAR,KFAR,Hector International Airport,Fargo,, North Dakota, United States,http://en.wikipedia.org/wiki/Hector_International_Airport#,46.9207,-96.8158
MSO,KMSO,Missoula International Airport,Missoula,, Montana, United States,http://en.wikipedia.org/wiki/Missoula_International_Airport#,46.9163,-114.0906
BRN,LSZB,Bern Airport,Bern,,, Switzerland,http://en.wikipedia.org/wiki/Bern_Airport#,46.9122,7.4992
PKD,KPKD,Park Rapids Municipal Airport (Konshok Field),Park Rapids,, Minnesota, United States,http://en.wikipedia.org/w/index.php?title=Park_Rapids_Municipal_Airport&action=edit&redlink=1#,46.9006,-95.0731
YOY,CYOY,CFB Valcartier (heliport),Valcartier,, Québec, Canada,http://en.wikipedia.org/wiki/CFB_Valcartier#,46.9,-71.5
BXH,UAAH,Balkhash Airport,Balkhash,,, Kazakhstan,http://en.wikipedia.org/wiki/Balkhash_Airport#,46.8933,75.005
UUS,UHSS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,, Sakhalin Island, Russia,http://en.wikipedia.org/wiki/Yuzhno-Sakhalinsk_Airport#,46.8883,142.7167
CAR,KCAR,Caribou Municipal Airport,Caribou,, Maine, United States,http://en.wikipedia.org/wiki/Caribou_Municipal_Airport#,46.8714,-68.0178
CHR,LFLX,"Châteauroux-Déols ""Marcel Dassault"" Airport",Châteauroux / Déols,,, France,http://en.wikipedia.org/wiki/Ch%C3%A2teauroux-D%C3%A9ols_%22Marcel_Dassault%22_Airport#,46.8603,1.7211
DLH,KDLH,Duluth International Airport,Duluth,, Minnesota, United States,http://en.wikipedia.org/wiki/Duluth_International_Airport#,46.8421,-92.1936
JMU,ZYJM,Jiamusi Dongjiao Airport,Jiamusi,, Heilongjiang, China,http://en.wikipedia.org/wiki/Jiamusi_Dongjiao_Airport#,46.84,130.4617
DIK,KDIK,Theodore Roosevelt Regional Airport,Dickinson,, North Dakota, United States,http://en.wikipedia.org/wiki/Theodore_Roosevelt_Regional_Airport#,46.7967,-102.8017
YQB,CYQB,Québec/Jean Lesage International Airport,Sainte-Foy, Quebec City, Quebec, Canada,http://en.wikipedia.org/wiki/Qu%C3%A9bec/Jean_Lesage_International_Airport#,46.7911,-71.3933
CLJ,LRCL,Cluj-Napoca International Airport,Cluj-Napoca,,, Romania,http://en.wikipedia.org/wiki/Cluj-Napoca_International_Airport#,46.7851,23.6861
BIS,KBIS,Bismarck Municipal Airport,Bismarck,, North Dakota, United States,http://en.wikipedia.org/wiki/Bismarck_Municipal_Airport#,46.774,-100.7467
FSP,LFVP,Saint Pierre Airport,Saint-Pierre,, Saint Pierre and Miquelon, France,http://en.wikipedia.org/wiki/Saint_Pierre_Airport#,46.7632,-56.1743
