IATA,IACO,name,city,province,state,country,wiki,lat,lng
CAA,MHCA,Catacamas Airport,Catacamas,,, Honduras,http://en.wikipedia.org/w/index.php?title=Catacamas_Airport&action=edit&redlink=1#,,
CDD,,Cauquira Airport,Cauquira,,, Honduras,http://en.wikipedia.org/w/index.php?title=Cauquira_Airport&action=edit&redlink=1#,,
CYL,,Coyoles Airport,Coyoles,,, Honduras,http://en.wikipedia.org/w/index.php?title=Coyoles_Airport&action=edit&redlink=1#,,
EDQ,,Erandique Airport,Erandique,,, Honduras,http://en.wikipedia.org/w/index.php?title=Erandique_Airport&action=edit&redlink=1#,,
LCE,MHLC,Golosón International Airport,La Ceiba,,, Honduras,http://en.wikipedia.org/wiki/Golos%C3%B3n_International_Airport#,15.7417,-86.8561
GAC,,Gracias Airport,Gracias,,, Honduras,http://en.wikipedia.org/w/index.php?title=Gracias_Airport&action=edit&redlink=1#,,
GJA,MHNJ,Guanaja Airport,Guanaja,, Bay Islands, Honduras,http://en.wikipedia.org/wiki/Guanaja_Airport#,16.4454,-85.9066
IRN,,Iriona Airport,Iriona,,, Honduras,http://en.wikipedia.org/w/index.php?title=Iriona_Airport&action=edit&redlink=1#,36.6633,51.4647
RTB,MHRO,Juan Manuel Gálvez International Airport,Roatán,,, Honduras,http://en.wikipedia.org/wiki/Juan_Manuel_G%C3%A1lvez_International_Airport#,16.3183,-86.5219
JUT,MHJU,Juticalpa Airport,Juticalpa,,, Honduras,http://en.wikipedia.org/w/index.php?title=Juticalpa_Airport&action=edit&redlink=1#,,
LEZ,MHLE,La Esperanza Airport,La Esperanza,,, Honduras,http://en.wikipedia.org/wiki/La_Esperanza_Airport#,,
SAP,MHLM,La Mesa International Airport,San Pedro Sula,,, Honduras,http://en.wikipedia.org/wiki/La_Mesa_International_Airport#,15.4526,-87.9236
LLH,,Las Limas Airport,Las Limas,,, Honduras,http://en.wikipedia.org/w/index.php?title=Las_Limas_Airport&action=edit&redlink=1#,,
LMH,,Limón Airport,Limón,, Colón, Honduras,http://en.wikipedia.org/w/index.php?title=Lim%C3%B3n_Airport&action=edit&redlink=1#,,
MRJ,MHMA,Marcala Airport,Marcala,,, Honduras,http://en.wikipedia.org/wiki/Marcala_Airport#,,
XPL,MHSC,Palmerola Air Base (Soto Cano Air Base),Comayagua,,, Honduras,http://en.wikipedia.org/wiki/Palmerola_Air_Base#,,
SET,,San Esteban Airport,San Esteban,,, Honduras,http://en.wikipedia.org/w/index.php?title=San_Esteban_Airport&action=edit&redlink=1#,,
SCD,,Sulaco Airport,Sulaco,,, Honduras,http://en.wikipedia.org/w/index.php?title=Sulaco_Airport&action=edit&redlink=1#,,
TGU,MHTG,Toncontín International Airport,Tegucigalpa,,, Honduras,http://en.wikipedia.org/wiki/Toncont%C3%ADn_International_Airport#,14.0614,-87.2172
VTA,,Victoria Airport,Victoria,,, Honduras,http://en.wikipedia.org/w/index.php?title=Victoria_Airport_%28Honduras%29&action=edit&redlink=1#,,
LUI,,La Unión Airport,La Unión,,, Honduras[disambiguation needed],http://en.wikipedia.org/wiki/La_Uni%C3%B3n_Airport#,,
HKG,VHHH,Hong Kong International Airport (succeeded Kai Tak Airport),Chek Lap Kok,,, Hong Kong,0,22.3089,113.9146
HHP,VHSS,Shun Tak Heliport,Sheung Wan,,, Hong Kong,http://en.wikipedia.org/wiki/Shun_Tak_Heliport#,22.25,114.1833
BUD,LHBP,Budapest Ferenc Liszt International Airport,Budapest,,, Hungary,http://en.wikipedia.org/wiki/Budapest_Ferenc_Liszt_International_Airport#,47.4393,19.2618
DEB,LHDC,Debrecen Airport,Debrecen,, Hajdú-Bihar, Hungary,http://en.wikipedia.org/wiki/Debrecen_Airport#,47.4889,21.6153
MCQ,LHMC,Miskolc Airport,Miskolc,,, Hungary,http://en.wikipedia.org/wiki/Miskolc_Airport#,,
SOB,LHSM,Sármellék International Airport,Sármellék,,, Hungary,http://en.wikipedia.org/wiki/S%C3%A1rmell%C3%A9k_International_Airport#,46.6863,17.159
AEY,BIAR,Akureyri Airport,Akureyri,,, Iceland,http://en.wikipedia.org/wiki/Akureyri_Airport#,65.6586,-18.0722
BJD,BIBK,Bakkafjörður Airport,Bakkafjörður,,, Iceland,http://en.wikipedia.org/w/index.php?title=Bakkafj%C3%B6r%C3%B0ur_Airport&action=edit&redlink=1#,,
BIU,BIBD,Bíldudalur Airport,Bíldudalur,,, Iceland,http://en.wikipedia.org/wiki/B%C3%ADldudalur_Airport#,,
BGJ,BIBF,Borgarfjörður Airport,Borgarfjörður,,, Iceland,http://en.wikipedia.org/w/index.php?title=Borgarfj%C3%B6r%C3%B0ur_Airport&action=edit&redlink=1#,,
BXV,BIBV,Breiðdalsvík Airport,Breiðdalsvík,,, Iceland,http://en.wikipedia.org/wiki/Brei%C3%B0dalsv%C3%ADk_Airport#,,
DJU,BIDV,Djúpivogur Airport,Djúpivogur,,, Iceland,http://en.wikipedia.org/wiki/Dj%C3%BApivogur_Airport#,,
EGS,BIEG,Egilsstaðir Airport,Egilsstaðir,,, Iceland,http://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport#,65.2833,-14.4014
FAG,BIFM,Fagurhólsmýri Airport,Fagurhólsmýri,,, Iceland,http://en.wikipedia.org/wiki/Fagurh%C3%B3lsm%C3%BDri_Airport#,,
FAS,BIFF,Fáskrúðsfjörður Airport,Fáskrúðsfjörður,,, Iceland,http://en.wikipedia.org/wiki/F%C3%A1skr%C3%BA%C3%B0sfj%C3%B6r%C3%B0ur_Airport#,,
FLI,,Flateyri Airport,Flateyri,,, Iceland,http://en.wikipedia.org/w/index.php?title=Flateyri_Airport&action=edit&redlink=1#,,
GJR,BIGJ,Gjögur Airport,Gjögur,,, Iceland,http://en.wikipedia.org/wiki/Gj%C3%B6gur_Airport#,,
GRY,BIGR,Grímsey Airport,Grímsey,,, Iceland,http://en.wikipedia.org/wiki/Gr%C3%ADmsey_Airport#,66.5547,-18.0175
GUU,BIGF,Grundarfjörður Airport,Grundarfjörður,,, Iceland,http://en.wikipedia.org/wiki/Grundarfj%C3%B6r%C3%B0ur_Airport#,,
BLO,BIBL,Hjaltabakki Airport,Blönduós,,, Iceland,http://en.wikipedia.org/w/index.php?title=Hjaltabakki_Airport&action=edit&redlink=1#,,
HVK,BIHK,Hólmavík Airport,Hólmavík,,, Iceland,http://en.wikipedia.org/wiki/H%C3%B3lmav%C3%ADk_Airport#,,
HFN,BIHN,Hornafjörður Airport,Höfn,,, Iceland,http://en.wikipedia.org/wiki/Hornafj%C3%B6r%C3%B0ur_Airport#,64.2956,-15.2272
HZK,BIHU,Húsavík Airport,Húsavík,,, Iceland,http://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk_Airport#,65.9525,-17.4258
HLO,BIID,Ingjaldssanður Airport (Ingjaldssandur),Onundarfjörður,,, Iceland,http://en.wikipedia.org/w/index.php?title=Ingjaldssan%C3%B0ur_Airport&action=edit&redlink=1#,,
IFJ,BIIS,Ísafjörður Airport,Ísafjörður,,, Iceland,http://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport#,66.0581,-23.1353
KEF,BIKF,Keflavík International Airport,Keflavík (near Reykjavík),,, Iceland,http://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport#,63.985,-22.6056
HVM,BIHV,Krókstaðarmelar Airport (Krokstadarmelar),Hvammstangi,,, Iceland,http://en.wikipedia.org/w/index.php?title=Kr%C3%B3ksta%C3%B0armelar_Airport&action=edit&redlink=1#,,
PFJ,BIPA,Patreksfjörður Airport,Patreksfjörður,,, Iceland,http://en.wikipedia.org/wiki/Patreksfj%C3%B6r%C3%B0ur_Airport#,,
MVA,BIRL,Reykjahlid Airport (Reykjahlíð Airport),Myvatn,,, Iceland,0,,
RKV,BIRK,Reykjavík Airport,Reykjavík,,, Iceland,http://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport#,64.13,-21.9406
REK,,Reykjavík Metropolitan Area,Reykjavík,,, Iceland,http://en.wikipedia.org/w/index.php?title=Reykjav%C3%ADk_Metropolitan_Area&action=edit&redlink=1#,,
SAK,BIKR,Sauðárkrókur Airport,Sauðárkrókur,,, Iceland,http://en.wikipedia.org/wiki/Sau%C3%B0%C3%A1rkr%C3%B3kur_Airport#,65.7317,-19.5728
SIJ,BISI,Siglufjörður Airport,Siglufjörður,,, Iceland,http://en.wikipedia.org/wiki/Siglufj%C3%B6r%C3%B0ur_Airport#,,
THO,BITN,Thorshofn Airport,Þórshöfn,,, Iceland,http://en.wikipedia.org/wiki/Thorshofn_Airport#,66.2183,-15.3347
VEY,BIVM,Vestmannaeyjar Airport,Vestmannaeyjar,,, Iceland,http://en.wikipedia.org/wiki/Vestmannaeyjar_Airport#,63.425,-20.2792
VPN,BIVO,Vopnafjörður Airport,Vopnafjörður,,, Iceland,http://en.wikipedia.org/wiki/Vopnafj%C3%B6r%C3%B0ur_Airport#,65.7206,-14.8506
IXA,VEAT,Agartala Airport (Singerbhil Airport),Agartala,,, India,http://en.wikipedia.org/wiki/Agartala_Airport#,23.877,91.24
AGX,VOAT,Agatti Island Airport,Agatti Island,,, India,http://en.wikipedia.org/wiki/Agatti_Island_Airport#,10.8237,72.176
AGR,VIAG,Agra Airport/Agra Air Force Station,Agra,,, India,0,27.15,77.95
AJL,VEAZ,Aizawl Airport,Aizawl,,, India,http://en.wikipedia.org/wiki/Aizawl_Airport#,23.7333,92.8
AKD,VAAK,Akola Airport,Akola,,, India,http://en.wikipedia.org/wiki/Akola_Airport#,20.6978,77.0589
IXD,VIAL,Allahabad Airport / Bamrauli Air Force Base,Allahabad,,, India,0,25.44,81.7367
IXV,VEAN,Along Airport,Along,, Arunachal Pradesh, India,http://en.wikipedia.org/wiki/Along_Airport#,,
LKO,VILK,Amausi Airport,Lucknow,,, India,http://en.wikipedia.org/wiki/Amausi_Airport#,26.7617,80.8853
IXU,VAAU,Aurangabad Airport (Chikkalthana Airport),Aurangabad,, Maharashtra, India,http://en.wikipedia.org/wiki/Aurangabad_Airport#,19.8636,75.3986
IXB,VEBD,Bagdogra Airport,Bagdogra,,, India,http://en.wikipedia.org/wiki/Bagdogra_Airport#,26.6833,88.3333
SHL,VEBI,Barapani Airport,Shillong,,, India,http://en.wikipedia.org/wiki/Barapani_Airport#,25.7042,91.978
BEK,VIBY,Bareli Airport,Bareli,,, India,http://en.wikipedia.org/w/index.php?title=Bareli_Airport&action=edit&redlink=1#,,
BPM,VOHY,Begumpet Airport,Hyderabad,,, India,http://en.wikipedia.org/wiki/Begumpet_Airport#,34.9463,69.265
IXG,VABM,Belgaum Airport,Belgaum,,, India,http://en.wikipedia.org/wiki/Belgaum_Airport#,15.8586,74.6177
BEP,VOBI,Bellary Airport,Bellary,,, India,http://en.wikipedia.org/wiki/Bellary_Airport#,15.1628,76.8828
BLR,VOBL,Bengaluru International Airport (succeeding HAL Bangalore International Airport),Bangalore,,, India,0,12.9522,77.6646
BHU,VABV,Bhavnagar Airport,Bhavnagar,,, India,http://en.wikipedia.org/wiki/Bhavnagar_Airport#,21.7542,72.1906
BUP,VIBT,Bhisiana Air Force Base,Bhatinda,,, India,http://en.wikipedia.org/w/index.php?title=Bhisiana_Air_Force_Base&action=edit&redlink=1#,,
BHO,VABP,Bhopal Airport,Bhopal,,, India,http://en.wikipedia.org/wiki/Bhopal_Airport#,23.2869,77.3369
KUU,VIBR,Bhuntar Airport (Kullu Airport),Kullu / Bhuntar,, Himachal Pradesh, India,http://en.wikipedia.org/wiki/Bhuntar_Airport#,31.8769,77.1554
BBI,VEBS,Biju Patnaik Airport,Bhubaneswar,,, India,http://en.wikipedia.org/wiki/Biju_Patnaik_Airport#,20.2467,85.8185
PAB,VABI,Bilaspur Airport,Bilaspur,, Chhattisgarh, India,http://en.wikipedia.org/wiki/Bilaspur_Airport#,22,82.0667
IXR,VERC,Birsa Munda Airport (Ranchi Airport),Ranchi,,, India,http://en.wikipedia.org/wiki/Birsa_Munda_Airport#,23.3143,85.3211
CCJ,VOCL,Calicut Airport,Kozhikode (Calicut),,, India,http://en.wikipedia.org/wiki/Calicut_Airport#,11.1381,75.9504
CBD,VOCX,Car Nicobar Air Force Base,Car Nicobar,,, India,http://en.wikipedia.org/wiki/Car_Nicobar_Air_Force_Base#,9.1532,92.8194
IXC,VICG,Chandigarh Airport,Chandigarh,,, India,http://en.wikipedia.org/wiki/Chandigarh_Airport#,30.6667,76.7833
MAA,VOMM,Chennai International Airport (Madras International Airport),Chennai (Madras),,, India,http://en.wikipedia.org/wiki/Chennai_International_Airport#,12.9947,80.1755
BOM,VABB,Chhatrapati Shivaji International Airport,Mumbai,,, India,http://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport#,19.0908,72.8667
COK,VOCI,Cochin International Airport (Nedumbassery Airport),Nedumbassery near Kochi (Cochin),, Kerala, India,http://en.wikipedia.org/wiki/Cochin_International_Airport#,10.1539,76.4069
CJB,VOCB,Coimbatore International Airport,Coimbatore,,, India,http://en.wikipedia.org/wiki/Coimbatore_International_Airport#,11.0269,77.0418
COH,VECO,Cooch Behar Airport,Cooch Behar,,, India,http://en.wikipedia.org/wiki/Cooch_Behar_Airport#,26.3303,89.4167
CDP,VOCP,Cuddapah Airport,Cuddapah,,, India,http://en.wikipedia.org/wiki/Cuddapah_Airport#,,
NMB,VADN,Daman Airport,Daman,,, India,http://en.wikipedia.org/wiki/Daman_Airport#,,
DEP,VEDZ,Daporijo Airport,Daporijo,, Arunachal Pradesh, India,http://en.wikipedia.org/wiki/Daporijo_Airport#,,
DED,VIDN,Dehradun Airport,Dehradun,, Uttarakhand, India,http://en.wikipedia.org/wiki/Dehradun_Airport#,30.1872,78.18
IDR,VAID,Devi Ahilyabai Holkar International Airport,Indore,, Madhya Pradesh, India,http://en.wikipedia.org/wiki/Devi_Ahilyabai_Holkar_International_Airport#,22.7228,75.8064
DBD,VEDB,Dhanbad Airport,Dhanbad,,, India,http://en.wikipedia.org/wiki/Dhanbad_Airport#,,
DIB,VEMN,Dibrugarh Airport (Chabua Airport),Dibrugarh,,, India,http://en.wikipedia.org/wiki/Dibrugarh_Airport#,27.481,95.018
DMU,VEMR,Dimapur Airport,Dimapur,,, India,http://en.wikipedia.org/wiki/Dimapur_Airport#,25.885,93.77
DIU,,Diu Airport,Diu,,, India,http://en.wikipedia.org/wiki/Diu_Airport#,20.717,70.917
NAG,VANP,Dr. Babasaheb Ambedkar International Airport,Nagpur,,, India,http://en.wikipedia.org/wiki/Dr._Babasaheb_Ambedkar_International_Airport#,21.0919,79.0483
DHM,VIGG,Gaggal Airport,Kangra,, Himachal Pradesh, India,http://en.wikipedia.org/wiki/Gaggal_Airport#,32.1651,76.2634
GAY,VEGY,Gaya Airport,Gaya,,, India,http://en.wikipedia.org/wiki/Gaya_Airport#,24.7481,84.9425
GOI,VOGO,Goa International Airport (Dabolim Airport),Dabolim,, Goa, India,http://en.wikipedia.org/wiki/Goa_International_Airport#,15.3797,73.8278
GOP,VEGK,Gorakhpur Airport,Gorakhpur,,, India,http://en.wikipedia.org/wiki/Gorakhpur_Airport#,26.7397,83.4497
GUX,VAGN,Guna Airport,Guna,,, India,http://en.wikipedia.org/w/index.php?title=Guna_Airport&action=edit&redlink=1#,,
GWL,VIGR,Gwalior Airport,Gwalior,,, India,http://en.wikipedia.org/wiki/Gwalior_Airport#,26.2933,78.2278
HSS,VIHR,Hissar Airport,Hissar,,, India,http://en.wikipedia.org/w/index.php?title=Hissar_Airport&action=edit&redlink=1#,,
HBX,VAHB,Hubli Airport,Hubli,,, India,http://en.wikipedia.org/wiki/Hubli_Airport#,15.3617,75.0849
DEL,VIDP,Indira Gandhi International Airport,Delhi,,, India,http://en.wikipedia.org/wiki/Indira_Gandhi_International_Airport#,28.5687,77.1121
JLR,VAJB,Jabalpur Airport,Jabalpur,, Madhya Pradesh, India,http://en.wikipedia.org/wiki/Jabalpur_Airport#,23.1833,80.0617
JGB,,Jagdalpur Airport,Jagdalpur,,, India,http://en.wikipedia.org/wiki/Jagdalpur_Airport#,,
JAI,VIJP,Jaipur Airport (Sanganer Airport),Jaipur / Sanganer,,, India,http://en.wikipedia.org/wiki/Jaipur_Airport#,26.8239,75.8033
JSA,VIJR,Jaisalmer Airport,Jaisalmer,,, India,http://en.wikipedia.org/wiki/Jaisalmer_Airport#,26.8887,70.865
IXJ,VIJU,Jammu Airport (Satwari Airport),Jammu,,, India,http://en.wikipedia.org/wiki/Jammu_Airport#,32.6891,74.8374
JGA,VAJM,Jamnagar Airport,Jamnagar,, Gujurat, India,http://en.wikipedia.org/wiki/Jamnagar_Airport#,22.4667,70.1667
JDH,VIJO,Jodhpur Airport,Jodhpur,, Rajasthan, India,http://en.wikipedia.org/wiki/Jodhpur_Airport#,26.2667,73.05
JRH,VEJT,Jorhat Airport,Jorhat,,, India,http://en.wikipedia.org/wiki/Jorhat_Airport#,26.7315,94.1755
IXK,VAKS,Junagadh Airport (Keshod Airport),Keshod,,, India,http://en.wikipedia.org/wiki/Junagadh_Airport#,21.3144,70.2694
IXH,VEKR,Kailashahar Airport,Kailashahar,,, India,http://en.wikipedia.org/wiki/Kailashahar_Airport#,24.3078,92.0094
IXQ,VEKM,Kamalpur Airport,Kamalpur,,, India,http://en.wikipedia.org/wiki/Kamalpur_Airport#,24.1317,91.8142
IXY,VAKE,Kandla Airport (Gandhidham Airport),Gandhidham / Kandla,,, India,http://en.wikipedia.org/wiki/Kandla_Airport#,23.1117,70.1014
KNU,VIKA,Kanpur Airport,Kanpur,, Uttar Pradesh, India,http://en.wikipedia.org/wiki/Kanpur_Airport#,26.4403,80.3647
HJR,VAKJ,Khajuraho Airport,Khajuraho,,, India,http://en.wikipedia.org/wiki/Khajuraho_Airport#,24.8194,79.92
IXN,VEKW,Khowai Airport,Khowai,,, India,http://en.wikipedia.org/wiki/Khowai_Airport#,24.0617,91.6075
KLH,VAKP,Kolhapur Airport,Kolhapur,,, India,http://en.wikipedia.org/wiki/Kolhapur_Airport#,16.6653,74.2914
KTU,VIKO,Kota Airport,Kota,,, India,http://en.wikipedia.org/wiki/Kota_Airport#,25.1597,75.8489
LTU,VALT,Latur Airport,Latur,, Maharashtra, India,http://en.wikipedia.org/wiki/Latur_Airport#,18.4,76.45
IXL,VILH,Leh Kushok Bakula Rimpochee Airport,Leh,,, India,http://en.wikipedia.org/wiki/Leh_Kushok_Bakula_Rimpochee_Airport#,34.1359,77.5465
IXI,VELR,Lilabari Airport (North Lakhimpur Airport),Assam,,, India,http://en.wikipedia.org/wiki/Lilabari_Airport#,27.2906,94.0969
PAT,VEPT,Lok Nayak Jayaprakash Airport (Patna Airport),Patna,,, India,http://en.wikipedia.org/wiki/Lok_Nayak_Jayaprakash_Airport#,25.5936,85.0919
GAU,VEGT,Lokpriya Gopinath Bordoloi International Airport,Guwahati,,, India,http://en.wikipedia.org/wiki/Lokpriya_Gopinath_Bordoloi_International_Airport#,26.1044,91.5886
LUH,VILD,Ludhiana Airport,Ludhiana,,, India,http://en.wikipedia.org/wiki/Ludhiana_Airport#,30.8526,75.9567
IXM,VOMD,Madurai Airport,Madurai,,, India,http://en.wikipedia.org/wiki/Madurai_Airport#,9.8336,78.0894
LDA,VEMH,Malda Airport,Malda,,, India,http://en.wikipedia.org/wiki/Malda_Airport#,,
IXE,VOML,Mangalore International Airport,Mangalore,,, India,http://en.wikipedia.org/wiki/Mangalore_International_Airport#,12.9619,74.89
MOH,VEMN,Mohanbari Airport,Mohanbari,,, India,http://en.wikipedia.org/wiki/Mohanbari_Airport#,,
MZA,,Muzaffarnagar Airport,Muzaffarnagar,,, India,http://en.wikipedia.org/w/index.php?title=Muzaffarnagar_Airport&action=edit&redlink=1#,29.483,77.7
MZU,VEMZ,Muzzafarpur Airport,Muzzafarpur,,, India,http://en.wikipedia.org/wiki/Muzzafarpur_Airport#,26.1169,85.315
MYQ,VOMY,Mysore Airport,Mysore,,, India,http://en.wikipedia.org/wiki/Mysore_Airport#,12.3072,76.6497
BKB,VIBK,Nal Airport,Bikaner,,, India,http://en.wikipedia.org/wiki/Nal_Airport#,,
NDC,VAND,Nanded Airport,Nanded,,, India,http://en.wikipedia.org/wiki/Nanded_Airport#,19.1819,77.3186
CCU,VECC,Netaji Subhas Chandra Bose International Airport,Dum Dum (near Kolkata),,, India,http://en.wikipedia.org/wiki/Netaji_Subhas_Chandra_Bose_International_Airport#,22.6531,88.4492
NVY,,Neyveli Airport,Neyveli,,, India,http://en.wikipedia.org/w/index.php?title=Neyveli_Airport&action=edit&redlink=1#,,
OMN,,Osmanabad Airport,Osmanabad,,, India,http://en.wikipedia.org/wiki/Osmanabad_Airport#,,
ISK,VAOZ,Ozar Airport,Nashik,,, India,http://en.wikipedia.org/wiki/Ozar_Airport#,19.9637,73.8076
IXT,VEPG,Pasighat Airport (Passighat Airport),Pasighat (Passighat),,, India,http://en.wikipedia.org/wiki/Pasighat_Airport#,28.1,95.3833
IXP,VIPK,Pathankot Airport,Pathankot,,, India,http://en.wikipedia.org/wiki/Pathankot_Airport#,32.2338,75.6346
PNY,VOTY,Pondicherry Airport,Puducherry,,, India,http://en.wikipedia.org/wiki/Pondicherry_Airport#,11.9667,79.8167
PNQ,VAPO,Pune International Airport,Pune,,, India,http://en.wikipedia.org/wiki/Pune_International_Airport#,18.5833,73.9333
RPR,VARP,Raipur Airport,Raipur,,, India,http://en.wikipedia.org/wiki/Raipur_Airport#,21.1803,81.7403
HYD,VOHS,Rajiv Gandhi International Airport (succeeded Begumpet Airport),Hyderabad,,, India,0,17.4534,78.4624
RAJ,VARK,Rajkot Airport,Rajkot,,, India,http://en.wikipedia.org/wiki/Rajkot_Airport#,22.3095,70.7794
RMD,VORG,Ramagundam Airport,Ramagundam,, Andhra Pradesh, India,http://en.wikipedia.org/wiki/Ramagundam_Airport#,,
RTC,VARG,Ratnagiri Airport,Ratnagiri,,, India,http://en.wikipedia.org/wiki/Ratnagiri_Airport#,,
RRK,VERK,Rourkela Airport,Rourkela,,, India,http://en.wikipedia.org/wiki/Rourkela_Airport#,22.2611,84.8097
RUP,VERU,Rupsi Airport,Rupsi,, Meghalaya, India,http://en.wikipedia.org/wiki/Rupsi_Airport#,26.1397,89.91
SXV,VOSM,Salem Airport,Salem,,, India,http://en.wikipedia.org/wiki/Salem_Airport_%28India%29#,11.7833,78.0656
AMD,VAAH,Sardar Vallabhbhai Patel International Airport,Ahmedabad,,, India,http://en.wikipedia.org/wiki/Sardar_Vallabhbhai_Patel_International_Airport#,23.0712,72.6264
TNI,VIST,Satna Airport,Satna,,, India,http://en.wikipedia.org/wiki/Satna_Airport#,,
SLV,VISM,Shimla Airport,Simla,, Himachal Pradesh, India,http://en.wikipedia.org/wiki/Shimla_Airport#,31.0778,77.0728
IXS,VEKU,Silchar Airport (Kumbhirgram Airport),Silchar,,, India,http://en.wikipedia.org/wiki/Silchar_Airport#,24.9117,92.98
SSE,VASL,Solapur Airport,Sholapur (Solapur),,, India,http://en.wikipedia.org/wiki/Solapur_Airport#,17.628,75.9348
IXW,VEJS,Sonari Airport,Jamshedpur,,, India,http://en.wikipedia.org/wiki/Sonari_Airport#,22.8167,86.1667
ATQ,VIAR,Sri Guru Ram Dass Jee International Airport,Amritsar,,, India,http://en.wikipedia.org/wiki/Sri_Guru_Ram_Dass_Jee_International_Airport#,31.7044,74.8021
SXR,VISR,Srinagar International Airport,Srinagar,,, India,http://en.wikipedia.org/wiki/Srinagar_International_Airport#,33.9833,74.7833
STV,VASU,Surat Airport,Surat,, Gujarat, India,http://en.wikipedia.org/wiki/Surat_Airport#,21.1141,72.7418
TEZ,VETZ,Tezpur Airport,Tezpur,, Assam, India,http://en.wikipedia.org/wiki/Tezpur_Airport#,26.7091,92.7847
TEI,VETJ,Tezu Airport,Tezu,, Arunachal Pradesh, India,http://en.wikipedia.org/wiki/Tezu_Airport#,,
TRZ,VOTR,Tiruchirapalli international Airport,Tiruchirapalli (Trichy),, Tamil Nadu, India,http://en.wikipedia.org/wiki/Tiruchirapalli_international_Airport#,10.7658,78.7147
TIR,VOTP,Tirupati Airport,Tirupati,, Andhra Pradesh, India,http://en.wikipedia.org/wiki/Tirupati_Airport#,13.6331,79.5418
TRV,VOTV,Trivandrum International Airport,Trivandrum,, Kerala, India,http://en.wikipedia.org/wiki/Trivandrum_International_Airport#,8.4797,76.9197
IMF,VEIM,Tulihal Airport,Imphal,,, India,http://en.wikipedia.org/wiki/Tulihal_Airport#,24.7636,93.9031
UDR,VAUD,Udaipur Airport,Udaipur,,, India,http://en.wikipedia.org/wiki/Udaipur_Airport#,24.6176,73.8944
BDQ,VABO,Vadodara Airport,Vadodara,,, India,http://en.wikipedia.org/wiki/Vadodara_Airport#,22.3294,73.2194
VNS,VIBN,Varanasi Airport,Varanasi,, Uttar Pradesh, India,http://en.wikipedia.org/wiki/Varanasi_Airport#,25.4514,82.8586
VGA,VBOZ,Vijayawada Airport,Vijayawada,, Andhra Pradesh, India,http://en.wikipedia.org/wiki/Vijayawada_Airport#,16.5275,80.7967
IXZ,VOPB,Vir Savarkar Airport (Port Blair Airport),Port Blair,,, India,http://en.wikipedia.org/wiki/Vir_Savarkar_Airport#,11.6467,92.735
VTZ,VEVZ,Visakhapatnam Airport,Visakhapatnam,, Andhra Pradesh, India,http://en.wikipedia.org/wiki/Visakhapatnam_Airport#,17.7211,83.2247
ZER,VEZO,Zero Airport (Ziro Airport),Ziro,,, India,http://en.wikipedia.org/wiki/Zero_Airport#,,
MLG,WARA,Abdul Rachman Saleh Airport,Malang,, East Java, Indonesia,http://en.wikipedia.org/wiki/Abdul_Rachman_Saleh_Airport#,-7.9266,112.7145
SRG,WARS,Achmad Yani International Airport,Semarang,,, Indonesia,http://en.wikipedia.org/wiki/Achmad_Yani_International_Airport#,-6.9764,110.3772
SOC,WARQ,Adi Soemarmo International Airport,Solo City,,, Indonesia,http://en.wikipedia.org/w/index.php?title=Adi_Soemarmo_International_Airport&action=edit&redlink=1#,-7.5181,110.755
JOG,WIIJ,Adisucipto International Airport,Yogyakarta,,, Indonesia,http://en.wikipedia.org/wiki/Adisucipto_International_Airport#,-7.7833,110.4333
AEG,WIME,Aek Godang Airport,Padang Sidempuan,,, Indonesia,http://en.wikipedia.org/wiki/Aek_Godang_Airport#,1.4001,99.4305
JKT,,All Airports,Jakarta,, Java, Indonesia,0,,
ARD,WATM,Alor Island Airport,Alor Island,,, Indonesia,http://en.wikipedia.org/wiki/Alor_Island_Airport#,,
AHI,WAPA,Amahai Airport,Amahai,,, Indonesia,http://en.wikipedia.org/wiki/Amahai_Airport#,,
MXB,WAWM,Andi Jemma Airport,Masamba,,, Indonesia,http://en.wikipedia.org/wiki/Andi_Jemma_Airport#,,
AGD,,Anggi Airport,Anggi,,, Indonesia,http://en.wikipedia.org/wiki/Anggi_Airport#,,
AAS,,Apalapsili Airport,Apalapsili,,, Indonesia,http://en.wikipedia.org/wiki/Apalapsili_Airport#,,
ARJ,WAJA,Arso Airport,Arso,,, Indonesia,http://en.wikipedia.org/wiki/Arso_Airport#,,
AYW,,Ayawasi Airport,Ayawasi,,, Indonesia,http://en.wikipedia.org/wiki/Ayawasi_Airport#,,
BXB,WASO,Babo Airport,Babo,, Western New Guinea, Indonesia,http://en.wikipedia.org/wiki/Babo_Airport#,-2.5322,133.4389
BXD,WAKE,Bade Airport,Bade,,, Indonesia,http://en.wikipedia.org/wiki/Bade_Airport#,,
BJW,WRKB,Bajawa Airport,Bajawa,,, Indonesia,http://en.wikipedia.org/wiki/Bajawa_Soa_Airport#,,
BXM,,Batom Airport,Batom,,, Indonesia,http://en.wikipedia.org/wiki/Batom_Airport#,,
